solicitacao_data,solicitacao_bairro,count,latitude,longitude
2012-12-31,AFLITOS,2,-8.0397908,-34.896209
2012-12-31,AFOGADOS,12,-8.077032599000002,-34.9095264
2012-12-31,AGUA FRIA,129,-8.014905799999978,-34.90000000000003
2012-12-31,ALTO DA BELA VISTA,2,-8.0578381,-34.8828969
2012-12-31,ALTO DO MANDU,4,-8.0232116,-34.9273788
2012-12-31,ALTO DO REFUGIO,1,-8.0578381,-34.8828969
2012-12-31,ALTO JOSE BONIFACIO,88,-8.013559699999984,-34.91030720002448
2012-12-31,ALTO JOSE DO PINHO,7,-8.022757,-34.9079298
2012-12-31,ALTO SANTA ISABEL,3,-8.02798515,-34.9209138000256
2012-12-31,ALTO SANTA TEREZINHA,48,-8.016377499999994,-34.901913599999965
2012-12-31,APIPUCOS,5,-8.019734999,-34.9295997
2012-12-31,AREIAS,2,-8.094270099,-34.9315393
2012-12-31,ARRUDA,1,-8.02437095,-34.88833630000002
2012-12-31,BARRA DE GUABIRABA,1,-7.9648352,-34.9228915
2012-12-31,BARREIRAS,1,-8.0578381,-34.8828969
2012-12-31,BARRO,2,-8.095978349500001,-34.94431650000001
2012-12-31,BEBERIBE,39,-8.00685145,-34.896235400000016
2012-12-31,BOA VIAGEM,47,-8.131730299000008,-34.90000000000002
2012-12-31,BOA VISTA,27,-8.060600999999998,-34.8867896000221
2012-12-31,BOLA NA REDE,4,-8.0578381,-34.8828969
2012-12-31,BOMBA DO HEMETERIO,27,-8.020734400000002,-34.899999999999984
2012-12-31,BONGI,3,-8.0655751,-34.9180396
2012-12-31,BRASILIA TEIMOSA,5,-8.0834808,-34.88025650000002
2012-12-31,BREJO DA GUABIRABA,77,-7.9930037999999985,-34.932744900000046
2012-12-31,BREJO DE BEBERIBE,9,-7.999055099999999,-34.91757840001265
2012-12-31,CABANGA,1,-8.0775059,-34.8948289
2012-12-31,CAJUEIRO,7,-8.013069450000001,-34.885157800010944
2012-12-31,CAMPINA DO BARRETO,1,-8.0168812,-34.881698099999994
2012-12-31,CAMPO GRANDE,14,-8.030383299999999,-34.88104874999999
2012-12-31,CASA AMARELA,71,-8.025753399499994,-34.90797364999999
2012-12-31,CASA FORTE,2,-8.033553399,-34.9146202
2012-12-31,CAXANGA,8,-8.026031000000001,-34.95430780000004
2012-12-31,CENTRO,1,-8.0578381,-34.8828969
2012-12-31,COELHOS,1,-8.0672975,-34.88939549999998
2012-12-31,COHAB,38,-8.120594249499998,-34.95013599999999
2012-12-31,COQUEIRAL,16,-8.086452199999998,-34.96811590000003
2012-12-31,CORDEIRO,16,-8.050290500000001,-34.92285785000001
2012-12-31,CORREGO DA BICA,1,-8.0578381,-34.8828969
2012-12-31,CORREGO DA FURTUNA,1,-8.0578381,-34.8828969
2012-12-31,CORREGO DA LORA,1,-8.0578381,-34.8828969
2012-12-31,CORREGO DO JENIPAPO,9,-8.006576799,-34.9
2012-12-31,CORREGO JOSE IDALINO,1,-8.0578381,-34.8828969
2012-12-31,CURADO,2,-8.0711724,-34.9540245
2012-12-31,DERBY,1,-8.0561983,-34.8996565
2012-12-31,DOIS IRMAOS,81,-8.016178599999993,-34.94524950000003
2012-12-31,DOIS UNIDOS,224,-8.001472200000027,-34.91405849999979
2012-12-31,ENCRUZILHADA,3,-8.0355207,-34.8899976
2012-12-31,ENGENHO DO MEIO,3,-8.057415599999999,-34.9420069000281
2012-12-31,ESPINHEIRO,6,-8.0434298,-34.89307424999999
2012-12-31,ESTANCIA,4,-8.08331405462567,-34.92945175
2012-12-31,FUNDAO,13,-8.014987200000004,-34.8901232
2012-12-31,GRACAS,5,-8.0464762,-34.900759549999975
2012-12-31,GUABIRABA,256,-7.990334200000006,-34.92289150000016
2012-12-31,HIPODROMO,2,-8.0325089,-34.8879346
2012-12-31,IBURA,499,-8.117809249999958,-34.93744350000035
2012-12-31,ILHA DO LEITE,2,-8.0647235,-34.893522450000006
2012-12-31,ILHA JOANA BEZERRA,2,-8.0713296,-34.89947380000001
2012-12-31,IMBIRIBEIRA,9,-8.1036898,-34.91029945000002
2012-12-31,IPSEP,10,-8.109990299999998,-34.92109540000001
2012-12-31,IPUTINGA,16,-8.036712800000002,-34.93527039999999
2012-12-31,JANGA,1,-8.0578381,-34.8828969
2012-12-31,JAQUEIRA,1,-8.034552099,-34.9
2012-12-31,JARDIM MONTE VERDE,6,-8.0578381,-34.8828969
2012-12-31,JARDIM SAO PAULO,23,-8.080351299999998,-34.899999999999984
2012-12-31,JARDIM TERESOPOLIS,6,-8.0578381,-34.8828969
2012-12-31,JARDIM VASCO DA GAMA,1,-8.0140379,-34.9187091
2012-12-31,JIQUIA,1,-8.08746895,-34.92434594999999
2012-12-31,JORDAO,121,-8.135885799999988,-34.92855969999993
2012-12-31,LAGOA ENCANTADA,4,-8.0578381,-34.8828969
2012-12-31,LINHA DO TIRO,66,-8.009301400000012,-34.90600124999996
2012-12-31,MACAXEIRA,96,-8.013153599000011,-34.926610200000106
2012-12-31,MADALENA,5,-8.053580199,-34.90583240000001
2012-12-31,MANGABEIRA,12,-8.024161750000003,-34.90313230000004
2012-12-31,MANGUEIRA,1,-8.077028349499999,-34.91992714999999
2012-12-31,MONTEIRO,1,-8.0261520495,-34.92235680000002
2012-12-31,MORRO DA CONCEICAO,23,-8.019595100000002,-34.9141343
2012-12-31,MUSTARDINHA,4,-8.07056845,-34.916977250000016
2012-12-31,NOVA DESCOBERTA,539,-8.00039009899999,-34.91650970000036
2012-12-31,Não informado,4,-8.0578381,-34.921445000000006
2012-12-31,PASSARINHO,70,-7.983138250000011,-34.91830180000002
2012-12-31,PINA,11,-8.091542000000002,-34.887153799999986
2012-12-31,PORTO DA MADEIRA,3,-8.0067728,-34.8903376
2012-12-31,PRADO,2,-8.057374599,-34.9127452
2012-12-31,RECIFE,3,-8.060700149999999,-34.87374305000003
2012-12-31,SAN MARTIN,1,-8.07029373892244,-34.9287891
2012-12-31,SANTO AMARO,10,-8.052773,-34.87969199999998
2012-12-31,SANTO ANTONIO,6,-8.066604499999999,-34.88164584999999
2012-12-31,SAO JOSE,11,-8.0697038,-34.882337099999994
2012-12-31,SETUBAL,1,-8.0578381,-34.8828969
2012-12-31,SITIO DOS PINTOS,4,-8.0131212,-34.9554239
2012-12-31,TAMARINEIRA,7,-8.0295954,-34.9003716
2012-12-31,TEJIPIO,6,-8.0889192,-34.95985970000004
2012-12-31,TORRE,2,-8.0456294,-34.908948849999994
2012-12-31,TORROES,2,-8.0596032,-34.93480155
2012-12-31,TOTO,18,-8.083634,-34.9674579
2012-12-31,TRES CARNEIROS,6,-8.0578381,-34.8828969
2012-12-31,VARZEA,153,-8.035698699000017,-34.96264910003074
2012-12-31,VASCO DA GAMA,164,-8.012496000000034,-34.91870910000004
2012-12-31,VILA DOS MILAGRES,1,-8.0578381,-34.8828969
2012-12-31,ZUMBI,1,-8.0557489,-34.91737239999998
2013-12-31,AFLITOS,2,-8.0397908,-34.896209
2013-12-31,AFOGADOS,26,-8.077032599000004,-34.9095264
2013-12-31,AGUA FRIA,158,-8.014905799999973,-34.899999999999956
2013-12-31,ALTO DO MANDU,1,-8.0232116,-34.9273788
2013-12-31,ALTO JOSE BONIFACIO,158,-8.0135597,-34.91030720002443
2013-12-31,ALTO JOSE DO PINHO,8,-8.022757,-34.9079298
2013-12-31,ALTO SANTA TEREZINHA,56,-8.016377499999992,-34.90191359999996
2013-12-31,APIPUCOS,8,-8.019734999,-34.92959969999999
2013-12-31,AREIAS,13,-8.094270099,-34.9315393
2013-12-31,ARRUDA,17,-8.024370950000002,-34.888336300000006
2013-12-31,BARRO,17,-8.095978349500001,-34.94431650000001
2013-12-31,BEBERIBE,51,-8.00685145,-34.896235400000016
2013-12-31,BOA VIAGEM,53,-8.13173029900001,-34.900000000000034
2013-12-31,BOA VISTA,37,-8.060601,-34.886789600022084
2013-12-31,BOMBA DO HEMETERIO,53,-8.020734399999995,-34.900000000000034
2013-12-31,BONGI,3,-8.0655751,-34.9180396
2013-12-31,BRASILIA TEIMOSA,6,-8.083480800000002,-34.88025650000002
2013-12-31,BREJO DA GUABIRABA,191,-7.993003799999998,-34.932744900000145
2013-12-31,BREJO DE BEBERIBE,19,-7.999055099999995,-34.91757840001265
2013-12-31,CABANGA,1,-8.0775059,-34.8948289
2013-12-31,CACOTE,1,-8.101201099,-34.9313095
2013-12-31,CAJUEIRO,7,-8.013069450000001,-34.885157800010944
2013-12-31,CAMPINA DO BARRETO,10,-8.0168812,-34.881698099999994
2013-12-31,CAMPO GRANDE,11,-8.030383299999999,-34.88104874999999
2013-12-31,CASA AMARELA,101,-8.025753399499992,-34.90797364999993
2013-12-31,CASA FORTE,6,-8.033553399,-34.9146202
2013-12-31,CAXANGA,8,-8.026031000000001,-34.95430780000004
2013-12-31,CIDADE UNIVERSITARIA,2,-8.042726299999998,-34.94765155000002
2013-12-31,COELHOS,7,-8.0672975,-34.88939549999998
2013-12-31,COHAB,91,-8.120594249499991,-34.95013599999996
2013-12-31,COQUEIRAL,14,-8.086452199999998,-34.96811590000003
2013-12-31,CORDEIRO,14,-8.050290500000001,-34.92285785000001
2013-12-31,CORREGO DO JENIPAPO,25,-8.006576798999994,-34.899999999999984
2013-12-31,CURADO,3,-8.0711724,-34.9540245
2013-12-31,DERBY,4,-8.0561983,-34.8996565
2013-12-31,DOIS IRMAOS,187,-8.016178600000027,-34.945249499999875
2013-12-31,DOIS UNIDOS,329,-8.001472200000045,-34.91405849999998
2013-12-31,ENCRUZILHADA,5,-8.0355207,-34.8899976
2013-12-31,ENGENHO DO MEIO,6,-8.057415599999999,-34.9420069000281
2013-12-31,ESPINHEIRO,5,-8.0434298,-34.89307425
2013-12-31,ESTANCIA,3,-8.08331405462567,-34.92945175
2013-12-31,FUNDAO,11,-8.014987200000002,-34.8901232
2013-12-31,GRACAS,4,-8.0464762,-34.900759549999975
2013-12-31,GUABIRABA,454,-7.990334199999907,-34.92289150000023
2013-12-31,HIPODROMO,3,-8.0325089,-34.8879346
2013-12-31,IBURA,1115,-8.11780925000011,-34.93744349999964
2013-12-31,ILHA DO RETIRO,2,-8.064901899,-34.905563099999995
2013-12-31,ILHA JOANA BEZERRA,5,-8.0713296,-34.89947380000001
2013-12-31,IMBIRIBEIRA,28,-8.103689800000005,-34.91029945000002
2013-12-31,IPSEP,12,-8.109990299999998,-34.92109540000001
2013-12-31,IPUTINGA,22,-8.036712800000002,-34.93527040000001
2013-12-31,JAQUEIRA,1,-8.034552099,-34.9
2013-12-31,JARDIM SAO PAULO,26,-8.080351299999997,-34.899999999999984
2013-12-31,JIQUIA,6,-8.08746895,-34.92434594999998
2013-12-31,JORDAO,321,-8.135885800000006,-34.928559699999866
2013-12-31,LINHA DO TIRO,116,-8.00930140000002,-34.90600124999994
2013-12-31,MACAXEIRA,101,-8.013153599000013,-34.926610200000106
2013-12-31,MADALENA,9,-8.053580199,-34.90583240000001
2013-12-31,MANGABEIRA,17,-8.024161750000003,-34.90313230000004
2013-12-31,MANGUEIRA,5,-8.077028349499999,-34.91992714999999
2013-12-31,MONTEIRO,1,-8.0261520495,-34.92235680000002
2013-12-31,MORRO DA CONCEICAO,23,-8.019595100000002,-34.9141343
2013-12-31,MUSTARDINHA,1,-8.07056845,-34.916977250000016
2013-12-31,NOVA DESCOBERTA,791,-8.000390098999853,-34.91650970000039
2013-12-31,PARNAMIRIM,3,-8.0335377,-34.910380299999986
2013-12-31,PASSARINHO,162,-7.983138249999995,-34.918301800000066
2013-12-31,PEIXINHOS,1,-8.0202218,-34.8773862
2013-12-31,PINA,21,-8.091542000000002,-34.88715379999998
2013-12-31,PORTO DA MADEIRA,6,-8.0067728,-34.8903376
2013-12-31,PRADO,4,-8.057374599,-34.9127452
2013-12-31,RECIFE,10,-8.06070015,-34.87374305000003
2013-12-31,ROSARINHO,1,-8.032293899999999,-34.8959323
2013-12-31,SAN MARTIN,11,-8.070293738922441,-34.92878910000001
2013-12-31,SANCHO,4,-8.0848516,-34.959395900000004
2013-12-31,SANTO AMARO,7,-8.052773,-34.87969199999998
2013-12-31,SANTO ANTONIO,6,-8.066604499999999,-34.88164584999999
2013-12-31,SAO JOSE,24,-8.069703800000005,-34.88233709999998
2013-12-31,SITIO DOS PINTOS,14,-8.0131212,-34.955423900000014
2013-12-31,TAMARINEIRA,5,-8.0295954,-34.9003716
2013-12-31,TEJIPIO,15,-8.088919199999996,-34.95985970000004
